,0
1217,Best
1218,Absolutely terrible
1219,Great View
1220,The workers are very receptive . Very serene environment .
1221,Fun
1222,"Great and their food is super , will definitely come back"
1223,Their rooms are cozy you will love it
1224,"I was there for about an hour ' s visit in 2011 . The reception , the kitchen and the swimming pool still looks the same and up to the international standard . I have not used the rooms before the current visit . Even though it was ok , it was evident the sea breezes has taken a damaging effect on the building walls . There ' s the sea defence that protects the facility from the terrible waves of the sea"
1225,"Customer service is good and the food woow , most of all my friend I got when I visited the Beach mr Ato more wins"
1226,"Reception was great , food was good customer service apt"
1227,Excellent service and facilities . A place to be
1228,Needs some renovations and facelift . It could be a real paradise . . .
1229,It ' s a very large complex . A map should be provided as a guide for first time visitors
1230,Good 👍
1231,"A simple getaway haven ! 
 I love their comfortable beds ( it was my favorite thing ) 
 Waking up to the sounds of the sea and enjoying the breeze on the balcony was another highlight my stay . 
 The facility needs upgrading tho . 
 The architect isn ’ t so impressive apart from the reception hall . 
 Most of the fridges , and settings in the lounge were outmoded . 
 The staff were friendly and had contact to drivers who helped us around town . 
 I couldn ’ t use the gym and tennis courts but they well maintained . 
 A 7 / 10 experience"
1232,Lunch was very good . The seafood was very good . The jambalaya could have used sausage other than Vienna sausages . The shito was outstanding .
1233,Very nice hotel .
1234,A bit run down but good value for money
1235,👌👌💞
1236,Elimina Beach Resort is old but functional My family like the breakfast variety / buffet we always look forward to it .
1237,"Location is perfect , with sea view balcony . Good road access from capital to location"
1238,Serene environment . Workers are very nice and treats everyone the same . Rooms are cleaned after breakfast
1239,Needs a lot of renovation They can do better
1240,I enjoyed my stay
1241,Beautiful sea view for the honeymoon chalets . Good food and great customer service 🥰 great place to meditate and bond with nature . Highly recommended for a weekend getaway .
1242,"Axim Beach Resort is such a magical place ! ✨ ️ I will try to explain for you to get a better understanding of how beautiful this resort is . This resort , I believe , does not make enough "" noise "" bcos mehnnn ! They should ! The resort I tucked away on the beautiful hills of Axim . It is a little out of town and even though I travelled with Larry who drove and I played the role of the Princess we were both mesmerised by the sight of this amazing place right on entering the premises . All the rooms are chalets with beautiful sea views that you only need to see for yourselves to understand the extent of the beauty I am trying to explain here ! There is a beautiful pool downhill that one can easily sight from the top due to its extremely blue colour . The pool was very clean and very well maintained . The lawns beautifully manicured and the natural materials incorporated into the building of the chalets together with the view give the whole place a very authentic feel and make one intuned with nature . The beach has lots of coconut trees and so there ' s enough shade to relax and enjoy the Sea breeze . Part of the beach is covered with carpet grass , which was grown by the resort . We were there for just a day , but the grill at the beach suggests fun nights at this resort . We ordered some drinks on ice and food 😋 . Of course , they didn ' t disappoint . The meal was super tasty . We were sad when it was finally time for us to leave . We have not stopped talking about Axim Beach Resort and Spa since we got back and , of course , am planning a long stay there very , very , very soon . The best resort in Western Ghana if you ask me and their prices are also very reasonable ."
1243,Excellent holiday and conference location .
1244,Axim Beach is such a beautiful place . The beach was clean and the place looked serene and peaceful . I recommend to persons who want a quiet environment to relax and have fun .
1245,Cool and Serene environment
1246,It ’ s take to long order food
1247,Cool
1248,Very nice
1249,Serene therapeutic environment
1250,cool ambiance
1251,Very Nice .
1252,"Eric , the manager was very helpful . The staff was amazing . Beautiful and relaxing environment . Ist day lobster was good . Subsequent ones were ok . Will surely come back"
1253,"The view is to die for . One of God ’ s gift to mankind right here in the Western Region . 
 You ’ ll need to experience this place . 
 It ’ s worth the trip regardless of your location to this location . And I maintain that distance shouldn ’ t be a barrier . 
 Food is a bit on the high side but definitely won ’ t cost an arm and a leg ."
1254,I loved there serenity
1255,"Great environment , 👍 staff . . ."
1256,"Very warm reception from Philip at the front desk and the Manager is also easy to speak to . I loved my stay here , the staff were sociable ."
1257,Nice environment A peaceful environ for wellness and reflection
1258,Very well located . Well maintained . Very nice to relax .
1259,The serene environment alone speaks for itself . Their food too was on point . I took in some cooked plantain with garden eggs stew . Kudos to the kitchen team over there .
1260,Wonderful environment
1261,"Axim beach has a really cool vibe . It ’ s a good place for couples who just want to relax as well as families who want to have fun . Facilities include swimming pool , play ground , conference room , 2 restaurants , beach and a zip line . I enjoyed their mushroom sauce and beef but everything else was just okay . I would definitely visit again ."
1262,They didn ' t want us to even bring in the wine we brought from home 😪 😔 😞 😕
1263,Lovely n nice to be there
1264,They didn ' t let us in Cuz the security was demanding some amount before he will lets us in .
1265,To be exited to feel nature 🌤 then choose the right place for your happiness 🤸 ‍ ♀ ️ and to be served well 🍽 .
1266,"Amazing rooms , excellent food , friendly and great staff and service . Great headline and swimming pool . Wonderful place to stay on vacation . Loved it ."
1267,I ' d recommend this place to any couple looking to take a vacation away from the noise😉 to rekindle their flame . . Their menu could do with a bit more variety but asides that I foresee myself visiting the place again and again soon .
1268,"No long talk , just visit and experience the beauty and serenity ."
1269,Nice location . Prices can absolutely match the service tho .
1270,"Rooms are expensive for such a place , and road leading to the hotel is very poor"
1271,Beautiful
1272,Great place and great food
1273,Definitely loved every bit of it . Very serene and beautiful beach . going back for sure
1274,"Good food , quick service . Overall , the stay was great ."
1275,"I visited Lou Moon in December 2022 and the reception was really good even though the welcome juice was too small 😀 
 
 They have a swimming pool , a beach , a mini football pitch , and archery , all of which I had a chance to enjoy during my visit . The entrance fee to use the facilities was GHC 200 , which I thought was reasonable was quiet on the high side for kids . 
 
 In addition to the facilities , the food at Lou Moon was also very good , it doesn ’ t come cheap . I had a chance to try a few different dishes and they were all delicious . 
 
 The customer service at Lou Moon was excellent . The staff were all very friendly and helpful , and went out of their way to make my day visit enjoyable . They were always available to answer any questions I had . 
 
 My only issue with Lou Moon was the refuse dump at the entrance of the hotel . It was a bit of an eyesore and detracted from the overall beauty of the property . 
 
 Overall , my experience at Lou Moon was fantastic . I would definitely visit again and recommend it to others ."
1276,"I loved every moment about this resort ! ! 
 I would love to shout out Aurther Kay Kennedy for his marvelous services . He was my waiter for majority of my stay , i came with a large group of gals , and he made sure our food was perfect ! He went above and beyond to put a smile on our faces ! ! I also enjoyed my bout ride and my message from monica ( i had to see her 4times ) ! ! Can ’ t wait to come back ! !"
1277,May just be the beast beach resort in the country . Food 👌🏿👌🏿 . Rooms 👌🏿👌🏿 . Service 👌🏿👌🏿 . Amenities 👌🏿👌🏿 . Consistency over the years 👌🏿👌🏿 . A little more pressure in the showers would be GREATLY appreciated . The swimming pool is a great addition too .
1278,I enjoyed every single day of my stay and the staff were so friendly and willing to help . The food was also so amazing ! Highly recommend
1279,"The place is a sham bad service , food is bad plus they would waste your time and a very bad road"
1280,"Food was great , staff very friendly , and the environment felt so calming not to mention the beautiful beaches we went by when we went hiking ."
1281,"This is a really special place . Beautiful grounds , impeccable friendly service . Lovely beach ."
1282,Nice place but far away
1283,Excellent service and just a beautiful location . The staff is super friendly and attentive and the island villas are just a dream . In my opinion by far the nicest resort in Ghana .
1284,"This is around July 2022 . . . The Concept is good . I thought I was in for a good disappointment on seeing the main entrance and the bad road to the resort . Reception was good even though I arrived a day before my booking dates ! I got the standard room for a night since my booked room was occupied . My biggest problem was the bed . They ' re not spring mattresses and so you end up making craters in them after some time . Craters are not comfortable . Unfortunately , it ' s the same bed at our island room . At the time , some construction was going on , which was for a pool . . . i was happy about the idea but not so much for the noise . Food is good . Doesn ' t look enough but it is . But with one of my seafood dinners , the lobster was not fresh . Regardless , I would go back one day . . . must be budgeted for though . 👍🏻👍🏻👍🏻"
1285,Lovely place for a romantic getaway 😘😘😘I had an amazing
1286,Nice view . Cruise ride was fun .
1287,Nice place with a sustainability concept
1288,A very beautiful oasis Excellent staff and service To be luxury there is still something still
1289,We already saw different bad reviews about the money aspect . They are true . Professionality is missing in the reception . Be careful at the end of the vacation with the check out ! And do it the night before . . . We spent 2 hours . . Then . . . . The swimming pool you can ' t use it . They will have a long way ahead before having it ready . Cold showers . The waiters are really good .
1290,The autmostph is expended with exquisite views from your room to the dining area . Is children friendly with lots of activities to enjoy as families and friends . The only side issue is the road leading to Lou Moon . It ' s needs works to make the journey more easier .
1291,"Words cannot describe our Lou Moon Experience . Truly Eco Luxury . Great rooms ( island challets are the ish ) , the food is just delicious , the tours are enlightening and the scenery are to die for . . . Lou Moon is truly a must visit ."
1292,"Am never a fan of the ocean , but Lou Moon made me fall in love with the beach . I saw their staff in a boat , cleaning and picking up any plastic from the sea and the shores . Marvelous ! ! !"
1293,"The resort is absolutely beautiful ! It is secluded and a long drive to get to if you are traveling from Accra . Despite that , I will return . The rooms are comfortable , clean and chic . The staff and service is excellent ! ! They are responsive and thoughtful without being intrusive or overbearing . They reflect Ghanaian hospitality at its best . The food and drinks were very good . The soups are excellent and we had some great dinnertime meals . If you are looking for R & R this is the place . The service is really next level which truly elevated our experience . Wholeheartedly recommend !"
1294,"We booked a villa and standard room at Lou Moon in May . Very helpful and wonderful staff . Fred our butler was the BEST when we return I hope he is still there . He was very attentive and met all of our needs . The villa was stunning to say the least . I booked from US and they worked with me for booking which was great . Cannot wait to return . 
 Con : it is not fully inclusive . For the price this is a standard and the only reason why I did not give 5 stars . Drinks are not included and you pay for all meals that aren ’ t provided in your package . Be careful and ask questions about your package to make sure you understand fully what you are paying for ."
1295,"As a hotel this is an absolutely stunning place in a dramatic and enchanting location . Very stylish rooms and villas in beautifully maintained grounds and complemented by friendly and helpful local staff . Ghanaian warmth and international luxury combined . Good watersport facilities too with a shelterd cove offering some protection from the ocean swell . But take your own sandwiches or demand a self - catering facility . During our recent visit there was no sign of anyone with any cooking skills at work in the kitchen . We witnessed wonderful seafood being brought to the place by local fishermen but the food that appeared in front of us seemed to have come from a different planet . Old reviews of the Lodge praise the cuisine , but it has changed hands fairly recently and things must have gone badly wrong in the kitchen . The dining room is in a great location as is the bar , where the cocktails are worthwhile thank goodness . Unlimited potential with wonderful staff and luxurious rooms . But the food could not be worse . Nil stars for dining . 2022 - Looking through recent reviews I notice that many praise the food in the standard default way that is commonplace on the web . But there are still a few warnings about the catering appearing . So I stand by my advice . Self - cater after enjoying a drink and cocktails at the wonderful bar with perhaps a bowl of chips . . . ."
1296,Lou moon has always been a to go place for me . I drove to Lou moon from Accra and I think it has been one of the promising tour have have ever embarked on Room - 5 Service - 5 Food - 5 Environment - Amazing
1297,Serendipity
1298,Six hour mission from Accra and we arrived at the Ank Beach resort . Stunning location . We stayed in a family bungalow near the sea . Very spacious . Very slow food service which is the Ghana way . Food delicious . I would have given the place higher ratings but for slow service at times . If you want to escape Accra and see more of Ghana this place is perfect .
1299,"Amazing place , quiet and relaxing with a lovely beach ."
