,comment
528,"Für mich das beste Hotel in busua. Super nettes Personal, flexibel was wünsche der Gäste angeht, grandiose Cocktails und hervorragendes essen.
Die Brücke zur lodge ist leider eine Zumutung und leider muss ich die Geschichten mit den Ratten aus anderen Rezensionen bestätigen.
Deshalb nur 4 Sterne."
529,"Schöne Unterkunft am Ende des Strandes. Es gibt Zimmer mit unterschiedlichem Komfort.
Wir waren im ""Wood House"" und das ist eher komfortabel ausgestattet.
Die Fotos sind allerdings vom ersten  Bungalow im Garten vorm Restaurant.
Das Essen ist hervorragend und die Cocktails sind auch empfehlenswert.
Wegen dem stehenden Wasser vor dem Garten ist Moskitospray dringend empfohlen. Damit kann man dann gut draußen sitzen."
530,"Alles super.
Essen, Drinks & Unterkunft."
531,nan
532,nan
533,"We very much enjoyed our stay at Ahanta. The rooms and communal area are very nicely done, very cosy and clean. 3 options are offered for dinner daily (40-70ish GHS) which were always very tasty, and as there's one big table it provides the opportunity to get to know the other guests. There are also cocktails available, and breakfast is better than the standard hotel fare.

Busua doesn't offer a lot to do other than surfing (offered by lovely instructors from Ahanta), so come prepared for a quiet stay with lots of reading. We also ate almost exclusively at the lodge as there aren't many other options. There is also the Ahanta surf/beach hut at the beach which is a nice spot to hang out. To get to the village or main beach stretch you have to cross the lagoon, which isn't all too pleasant and at several times of the day a bit dangerous with high & fast water levels. You can also walk the long way around, across a patchy bridge and through the (small and not touristy) village.

One or two other things that were less than ideal:
- daily wake up calls round 6.15 from our local rooster (in general we enjoyed observing the chickens/roosters, goats and dogs at the lodge though). Sometimes we were woken up by other animal noises during the night.
- due to the rainy season, everything was very slightly damp (bed sheets, towels, clothes) and drying was difficult, some things started to smell a little moldy
- the outside area could be improved with more places to sit, especially in the sun

Other than that we had a lovely, albeit quiet time, the staff were really great and if we come back to Busua we will return!"
534,nan
535,"Great little eco lodge cornered off by a lagoon. Stayed in budget room which as the name suggests is pretty budget but still good value for money. Showering at the gigantic tree is definitely an experience.
Relaxing atmosphere and great food with WiFi. Prob one of if not the  best place to stay in Busua hence it’s popularity. Make sure you book in advance."
536,nan
537,"Ein wunderbarer Ort mit sehr schönen Zimmern, guter Küche und einer tollen Bar.

(Die dazugehörige Surfschule machte leider einen gegenteiligen Eindruck: Unpünktliche, unmotivierte Guides und altes, teils schlechtes Material.)"
538,nan
539,"What a great experience and this is why. My friend and I arrived some days before checking into the space. The beautiful environment was just absolutely stunning. The tall old trees , the little garden and the use of every living thing there was breath taking . You have the option to use the big metal bridge to get to the place or to use the small river that collides with the sea. That was magical.

My first two nights we got the beach house which was detached from the eco lodge itself. It was right on the beach where their surf school is with a small coffee shop. The beach house was very beautiful , lively and with vibrant colors . There are two pets around . A cat and a dog which are both very friendly. You can take the dog for a walk I guess but you have to ask for permission first. And if you are allergic or don’t like them around you can ask for their removal whiles you stay there.
The inside of the space was beautiful and well taken care off.

We checked into the eco lodge space itself and the next day and it was so beautiful with natural and undertone interior.  Warm showers , free Wi-Fi and a quite and siren environment.
The workers are very friendly especially Frederick and Joy who were helpful whenever we had any questions and issues concerning our stay there . The breakfast which is included in the room rates were absolutely mouth watering. They had some good options to choose from . They offer dinner options of the day and we only took dinner the night before we checked out and regretted we didn’t eat there the whole stay because it was delicious . My stay there was in great harmony and peaceful and I will definitely visit this place again if I have the chance. I highly recommend this place. Thank you Ahanta Eco Lodge for this experience."
540,"An Eco hotel with luxurious rooms and facilities; and an excellent restaurant with good vegetarian options.
The road to get there was challenging, but worth the effort.  The prices are a bit high, but worth it.
Special place, even if you don't want to do surfing. Tends to be fully booked, so book ahead.

- So yes rodents were seen once in the wall, as mentioned in other reviews. Not sure if it's against the spirit of eco habitat to exterminate them.  however the nature of the clay / mud eco build means new ones can borrow back  in from the surrounding forest."
541,"I love everything about Busua Beach... I have never actually slept at ahanta but my friends have. Whenever I go to Busua, I have my breakfast at ahanta and sometimes dinner... It's"
542,Affordable
543,nan
544,"Could be great or terrible depending on your luck!
Let’s start with the positives: the location is great, just by the beach, the surf school and staff is amazing, surfing conditions are great for beginners and intermediates. The food is tasty and the normal rooms are beautiful, clean and well-maintained. The only thing that was a bit unpleasant was the strange smell of our bungalow and the pitter-patter of rodent feet heard at night which I can only assume were rats - but to be fair we did not see them even once, it can just be unpleasant if you‘re scared of such animals and hearing them close by.
In the middle of our stay, a large group of 10-12 people arrived who threw a party with loud music, laughing and yelling until well past after midnight with no consideration whatsoever for other guests. Given that the soundproofing in this lodge is absolutely zero, it was impossible to sleep or even relax as we had the previous days - loud music picked up early the next morning again.
Given that house rules demand guests to be quiet after 11 pm, it was disappointing that I there was no intervention from staff or management. While I understand that facilities may want to accommodate larger groups or enable parties, I also think it’s only fair to give the other guests a warning or heads up that the quiet paradise getaway and relax spot they had originally booked is to be turned into what resembles a party hostel for the foreseeable future. For what it’s worth, after bringing this up the next morning the staff seemed genuinely sorry and explained that the party had gone on so long without their knowledge, but we had tried contacting the staff via phone without success the prior night - perhaps for future occasions, staff will either be onsite or available over the phone to avoid such situations.
We decided to leave the lodge early, but for the first half of our stay I would easily give a 4,5/5!"
